gfst_name,gfst_classes
factory,"class factory(GeneralSemanticType):

    def __init__(self):
        self.description: str = 'Factory identifier'
        self.format: str = 'Factory identifier should be a floating point number either 1.0 or 2.0'
        self.examples: list = [1.0, 2.0, 1.0, 2.0, 1.0]

    def super_cast(self, val):
        num = float(val)
        if num in [1, 2]:
            return round(num, 1)
        else:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
smokingstatus,"class smokingstatus(GeneralSemanticType):
    def __init__(self):
        self.description = ""A smoking status""
        self.format = ""A binary value 0 or 1""
        self.examples = [0.0, 1.0, 0.0, 1.0, 0.0]

    def super_cast(self, val):
        if val in [0.0, 1.0]:
            return val
        else:
            raise Exception('Invalid smoking status')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0.0, 1.0]:
            return True
        else:
            return False"
abuseexperienced,"
class abuseexperienced(GeneralSemanticType):
    def __init__(self):
        self.description = ""Abuse experienced status""
        self.format = ""A boolean value expressed as a float""
        self.examples = [0.0, 1.0, 0.0, 1.0, 0.0]

    def super_cast(self, val):
        if val in [0.0, 1.0]:
            return val
        else:
            raise Exception('Invalid abuse experienced status')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0.0, 1.0]:
            return True
        else:
            return False"
disabilitydays,"
class disabilitydays(GeneralSemanticType):
    def __init__(self):
        self.description = ""Disability days status""
        self.format = ""binary value""
        self.examples = [0.0, 1.0, 0.0, 1.0, 0.0]

    def super_cast(self, val):
        if val in [0.0, 1.0]:
            return val
        else:
            raise Exception('Invalid disability days status')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0.0, 1.0]:
            return True
        else:
            return False"
raceofcaller,"class raceofcaller(GeneralSemanticType):
    def __init__(self):
        self.description = 'Race of the caller'
        self.format = 'Race of the caller should be stored as strings'
        self.examples = ['non-black', 'black', 'non-black', 'black', 'non-black']

    def super_cast(self, val):
        val = str(val).lower()
        if val in ['black', 'non-black']:
            return val
        else:
            raise ValueError('Invalid race')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['black', 'non-black']:
            return True
        else:
            return False"
supportyn,"class supportyn(GeneralSemanticType):
    
    def __init__(self):
        self.description = ""Support indicator""
        self.format = ""binary""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        if val in [0, 1]:
            return val
        else:
            raise ValueError('Invalid value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
volrace,"class volrace(GeneralSemanticType):
    def __init__(self):
        self.description = ""Voluntary Race Information""
        self.format = ""Boolean Value""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        if val in [0, 1]:
            return val
        else:
            raise ValueError('Invalid value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
agecat,"class agecat(GeneralSemanticType):

    def __init__(self):
        self.description = 'Categorical representation of age'
        self.format = 'Age category should be an integer between 1 and 7'
        self.examples = [1, 2, 3, 4, 5, 6, 7]

    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        val = int(val)
        if val in range(1, 8):
            return val
        else:
            raise ValueError('Invalid age category')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and (1 <= casted_val <= 7):
            return True
        else:
            return False"
inccat,"class inccat(GeneralSemanticType):

    def __init__(self):
        self.description = 'Categorical representation of income'
        self.format = 'Income category should be an integer between 1 and 15'
        self.examples = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]

    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        val = int(val)
        if val in range(1, 16):
            return val
        else:
            raise ValueError('Invalid income category')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in range(1, 16) or np.isnan(casted_val):
            return True
        else:
            return False"
presenceofchildren,"class presenceofchildren(GeneralSemanticType):
    def __init__(self):
        self.description: str = 'Presence of children in a family'
        self.format: str = 'boolean representation with True for ""Y"" and False for ""N""'
        self.examples: list = [True, False, True, False, True]

    def super_cast(self, val):
        if pd.isnull(val):
            return np.nan
        val = str(val).upper()
        if val == 'Y':
            return True
        elif val == 'N':
            return False
        else:
            raise ValueError('Invalid value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [True, False, np.nan]:
            return True
        else:
            return False"
homeowner,"class homeowner(GeneralSemanticType):
    def __init__(self):
        self.description = 'Home ownership status'
        self.format = 'Status should be stored as strings'
        self.examples = ['OWNER', 'RENTER', 'OWNER', 'RENTER', 'OWNER']

    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        val = str(val).upper()
        if val in ['OWNER', 'RENTER']:
            return val
        else:
            raise ValueError('Invalid home ownership status')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['OWNER', 'RENTER']:
            return True
        else:
            return False
"
educ,"class educ(GeneralSemanticType):
    def __init__(self):
        self.description = ""Education status""
        self.format = ""Numeric representation""
        self.examples = [1, 2, 1, 2, 1]

    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        elif val in [1, 2]:
            return val
        else:
            raise ValueError('Invalid value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [1, 2, float('nan')]:
            return True
        else:
            return False"
casename,"class casename(GeneralSemanticType):

    def __init__(self):
        self.description = 'Name of a legal case'
        self.format = ""Case names should be in Title Case, with the format 'Applicant v. Respondent'""
        self.examples = ['Eweida and Others v. the United Kingdom (48420/10)', 'Bayatyan v. Armenia [GC]', 'Bukhartyan v. Armenia', 'Knights of the Golden Lotus v. France (50615/07)', 'Pyramid Temple v. France (50471/07)']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        # Basic string checks
        if isinstance(casted_val, str) and len(casted_val) > 0:
            # Regular expression to match the case name format
            pattern = r'[A-Za-z\s]+v\.[A-Za-z\s]+(\s\(\d+\/\d+\))?'
            if re.match(pattern, casted_val):
                return True
        return False"
judge,"
class judge(GeneralSemanticType):

    def __init__(self):
        self.description = 'Name of a judge'
        self.format = ""Judges' names should be in Title Case""
        self.examples = ['Vajic', 'Rozakis', 'Spielmann', 'Hajiyev', 'Kovler']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.istitle():
            return True
        else:
            return False"
binarycategorical,"class binarycategorical(GeneralSemanticType):
    def __init__(self):
        self.description = 'Binary Categorical Variable'
        self.format = 'These values are represented as strings'
        self.examples = ['example1', 'example2', 'example1', 'example2', 'example1']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
ternarycategorical,"class ternarycategorical(GeneralSemanticType):

    def __init__(self):
        self.description = 'Ternary Categorical Variable'
        self.format = 'These values are represented as strings'
        self.examples = ['Value 1', 'Value 2', 'Value 3']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
multivaluecategorical,"class multivaluecategorical(GeneralSemanticType):
    def __init__(self):
        self.description = 'Multi-value Categorical Variable'
        self.format = 'These values are represented as strings'
        self.examples = ['Value1', 'Value2, Value3, Value4', 'Value5, Value6, Value7']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str):
            return True
        else:
            return False"
quantity,"class quantity(GeneralSemanticType):

    def __init__(self):
        self.description = 'Quantity of a commodity'
        self.format = 'Quantity should be an integer value'
        self.examples = [10, 50, 75, 100, 200]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not None and isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
value,"class value(GeneralSemanticType):
    def __init__(self):
        self.description = 'Value of a commodity'
        self.format = 'In USD as a floating point number'
        self.examples = [10.0, 50.0, 75.0, 100.0, 200.0]

    def super_cast(self, val):
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
hhi,"class hhi(GeneralSemanticType):
    def __init__(self):
        self.description = 'Herfindahl-Hirschman Index'
        self.format = 'HHI should be a floating point number between 0 and 1'
        self.examples = [0.1, 0.2, 0.5, 0.7, 1.0]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not None and 0 <= casted_val <= 1:
            return True
        else:
            return False"
ban,"class ban(GeneralSemanticType):
    def __init__(self):
        self.description = ""A binary ban status""
        self.format = ""Binary value 0 or 1""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        try:
            int_val = int(val)
            if int_val in [0,1]:
                return int_val
            else:
                return ""Invalid Value""
        except ValueError:
            return ""Invalid Type""

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0,1]:
            return True
        else:
            return False"
quota,"class quota(GeneralSemanticType):
    def __init__(self):
        self.description = 'Quota of a commodity'
        self.format = 'Quota should be an integer value'
        self.examples = [10, 50, 75, 100, 200]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return 'Invalid data'

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
production,"class production(GeneralSemanticType):

    def __init__(self):
        self.description = 'Production of a commodity'
        self.format = 'Production should be an integer value'
        self.examples = [10, 50, 75, 100, 200]

    def super_cast(self, val):
        if isinstance(val, (int, float, str)):
            try:
                return int(val)
            except ValueError:
                raise Exception(""Invalid value for production. Expected an integer."")
        else:
            raise Exception(""Invalid type for production. Expected an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
demand,"class demand(GeneralSemanticType):
    
    def __init__(self):
        self.description = 'Demand of a commodity'
        self.format = 'Demand should be an integer value'
        self.examples = [10, 50, 75, 100, 200]

    def super_cast(self, val):
        if isinstance(val, str):
            if val.isdigit():
                return int(val)
            else:
                raise ValueError(""Value must be numeric"")
        elif isinstance(val, int) or isinstance(val, float):
            return int(val)
        else:
            raise TypeError(""Value must be a string, int or float"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
googletrend,"class googletrend(GeneralSemanticType):
    def __init__(self):
        self.description = 'Google Trend data'
        self.format = 'Google Trend data should be an integer value between 0 and 100'
        self.examples = [10, 20, 30, 40, 50]
        
    def super_cast(self, val):
        try:
            casted_val = int(val)
            return casted_val
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not None and 0 <= casted_val <= 100:
            return True
        else:
            return False"
studentlevel,"class studentlevel(GeneralSemanticType):
    def __init__(self):
        self.description = 'Student Level'
        self.format = 'Integer between 1 and 5'
        self.examples = [1, 2, 3, 4, 5]
        
    def super_cast(self, val):
        try:
            int_val = int(val)
            if int_val in range(1, 6):
                return int_val
        except ValueError:
            raise Exception(f""Value {val} cannot be cast to integer between 1 and 5."")
        
    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and (casted_val in range(1, 6)):
            return True
        else:
            return False"
yearborn,"class yearborn(GeneralSemanticType):
    def __init__(self):
        self.description = 'Year of Birth'
        self.format = 'Year of birth should be an integer less than or equal to current year'
        self.examples = [1992, 1985, 1963, 1978, 1991]

    def super_cast(self, val):
        try:
            val = int(val)
            if val > datetime.now().year:
                return np.nan
            else:
                return val
        except:
            return np.nan

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not np.nan and 0 <= casted_val <= datetime.now().year:
            return True
        else:
            return False"
vignum,"class vignum(GeneralSemanticType):

    def __init__(self):
        self.description = 'The vignette number'
        self.format = 'Vignette number should be an integer'
        self.examples = [1, 2, 3, 4, 5]
        
    def super_cast(self, val):
        try:
            casted_val = int(val)
            return casted_val
        except ValueError:
            raise ValueError(""Unable to cast value to integer"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 1 and casted_val <= 8:
            return True
        else:
            return False"
uniquevigidentifier,"class uniquevigidentifier(GeneralSemanticType):
    def __init__(self):
        self.description = 'Unique Identifier for the vignette'
        self.format = 'Unique Vignette Identifiers should be integers'
        self.examples = [1, 2, 3, 4, 5]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not None and casted_val >= 1:
            return True
        else:
            return False"
practiceidentifier,"class practiceidentifier(GeneralSemanticType):
    def __init__(self):
        self.description = ""Unique Identifier for the practice""
        self.format = ""Practice Identifiers should be integers""
        self.examples = [1, 2, 3, 4, 5]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 1 <= casted_val <= float('inf'):
            return True
        else:
            return False"
knowledgecode,"class knowledgecode(GeneralSemanticType):

    def __init__(self):
        self.description = 'A code representing the knowledge of the veterinarian'
        self.format = 'Knowledge codes are strings'
        self.examples = ['preventpneumonia', 'suspectswaterymouth', 'suspectspneumonia', 'preventwaterymouth']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        valid_values = ['preventpneumonia', 'suspectswaterymouth', 'suspectspneumonia', 'preventwaterymouth']
        if casted_val in valid_values:
            return True
        else:
            return False"
vetcode,"class vetcode(GeneralSemanticType):

    def __init__(self):
        self.description = ""A vet code""
        self.format = ""A string""
        self.examples = ['noothervet', 'othervet', 'noothervet', 'othervet', 'noothervet']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['noothervet', 'othervet']:
            return True
        else:
            return False"
timecode,"class timecode(GeneralSemanticType):
    def __init__(self):
        self.description = ""A time status""
        self.format = ""In lower-case and as a string""
        self.examples = ['runninglate', 'notrunninglate', 'runninglate', 'notrunninglate', 'runninglate']

    def super_cast(self, val):
        return str(val).lower()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['runninglate', 'notrunninglate']:
            return True
        else:
            return False"
habitcode,"class habitcode(GeneralSemanticType):
    def __init__(self):
        self.description = ""Habit code, which represents if a certain habit is never used or used at the same time every year""
        self.format = ""lower-cased string""
        self.examples = ['neverused', 'sametimeeveryyear', 'neverused', 'neverused', 'sametimeeveryyear']
        
    def super_cast(self, val):
        return str(val).lower()
    
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['neverused', 'sametimeeveryyear']:
            return True
        else:
            return False"
easecode,"class easecode(GeneralSemanticType):
    def __init__(self):
        self.description = ""A code representing customer's willingness to pay""
        self.format = ""In lower-case and as a string""
        self.examples = ['happytopay', 'notwanttopay', 'happytopay', 'notwanttopay', 'happytopay']

    def super_cast(self, val):
        return str(val).lower()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['happytopay', 'notwanttopay']:
            return True
        else:
            return False"
confidencecode,"class confidencecode(GeneralSemanticType):
    def __init__(self):
        self.description = ""Confidence level""
        self.format = ""Confidence level in string format""
        self.examples = ['confident', 'notconfident', 'confident', 'notconfident', 'confident']

    def super_cast(self, val):
        return str(val).lower()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['confident', 'notconfident']:
            return True
        else:
            return False"
outcomea,"class outcomea(GeneralSemanticType):
    def __init__(self):
        self.description = 'Outcome a'
        self.format = 'Outcome a should be an integer'
        self.examples = [1, 2, 3, 4, 5]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise ValueError(""Cannot convert {} to integer"".format(val))
 
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 1 and casted_val <= 11:
            return True
        else:
            return False
        return casted_val in self.examples"
outcomeb,"class outcomeb(GeneralSemanticType):
    def __init__(self):
        self.description = 'Outcome b'
        self.format = 'An integer in the range of 1 to 10'
        self.examples = [1, 2, 3, 4, 5]

    def super_cast(self, val):
        # Convert input to integer if possible
        try:
            int_val = int(val)
        except ValueError:
            raise Exception(""Invalid input, expected an integer."")
        return int_val

    def validate(self, val):
        casted_val = self.super_cast(val)
        # Check if the integer is in the valid range
        if 1 <= casted_val <= 10:
            return True
        else:
            return False"
agebin,"class agebin(GeneralSemanticType):

    def __init__(self):
        self.description = 'Age group of the veterinarian'
        self.format = 'Age group is a string'
        self.examples = ['>31', '<=30']

    def super_cast(self, val):
        if isinstance(val, str):
            return val
        else:
            return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['>31', '<=30']:
            return True
        else:
            return False"
practicesa,"class practicesa(GeneralSemanticType):

    def __init__(self):
        self.description = ""If a practice is followed""
        self.format = ""Yes or No in string format""
        self.examples = ['yesSA', 'noSA', 'yesSA', 'noSA', 'yesSA']

    def super_cast(self, val):
        str_val = str(val)
        if str_val.lower() in ['yessa', 'nosa']:
            return str_val.upper()
        else:
            raise Exception(""Invalid Value"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['YESSA', 'NOSA']:
            return True
        else:
            return False"
agreeableness,"class agreeableness(GeneralSemanticType):
    def __init__(self):
        self.description = 'Agreeableness score of the veterinarian'
        self.format = 'Agreeableness score should be an integer'
        self.examples = [1, 2, 3, 1, 2]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Cannot cast to integer"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 1 and casted_val <= 3:
            return True
        else:
            return False"
companyname,"class companyname(GeneralSemanticType):
    def __init__(self):
        self.description = 'Company Names'
        self.format = 'Company names should be capitalized strings'
        self.examples = ['Rutgers University Libraries', 'SIU Edwardsville', 'University of California, Berkeley', 'University of Arkansas at Little Rock', 'George Mason University', 'African Media', 'Hulamin', 'Verimark', 'Argent', 'Aspen']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.istitle():
            return True
        else:
            return False"
industry,"class industry(GeneralSemanticType):
    def __init__(self):
        self.description = 'Industry Names'
        self.format = 'Industry names should be strings'
        self.examples = ['Academic/Research (College/University)', 'Information Technology', 'Finance', 'Healthcare', 'Manufacturing']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and len(casted_val) > 0:
            return True
        else:
            return False"
jobfunction,"class jobfunction(GeneralSemanticType):

    def __init__(self):
        self.description = 'Job Functions'
        self.format = 'Job functions should be strings'
        self.examples = ['Other', 'Scholarly Communication/Copyright', 'Administration/Management', 'Other / Not listed', 'Reference']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str):
            return True
        else:
            return False"
jobtype,"class jobtype(GeneralSemanticType):
    def __init__(self):
        self.description = 'Job Types'
        self.format = ""Job types should be either 'Full-time' or 'Part-time'""
        self.examples = ['Full-time', 'Part-time', 'Full-time', 'Part-time', 'Full-time']

    def super_cast(self, val):
        if val in ['Full-time', 'Part-time']:
            return val
        else:
            raise ValueError(""Invalid job type, should be either 'Full-time' or 'Part-time'"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['Full-time', 'Part-time']:
            return True
        else:
            return False"
jobduration,"class jobduration(GeneralSemanticType):

    def __init__(self):
        self.description = 'Job Durations'
        self.format = ""Job durations should be either 'Indefinite', '6-12 Months', or '1-2 Years'""
        self.examples = ['Indefinite', '6-12 Months', '1-2 Years']

    def super_cast(self, val):
        if val in ['Indefinite', '6-12 Months', '1-2 Years']:
            return val
        else:
            raise ValueError(""Invalid job duration, should be either 'Indefinite', '6-12 Months', or '1-2 Years'"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['Indefinite', '6-12 Months', '1-2 Years']:
            return True
        else:
            return False
"
mineducation,"class mineducation(GeneralSemanticType):
    def __init__(self):
        self.description = 'Minimum Education Requirements'
        self.format = ""Minimum education requirements should be either 'Master's Degree' or 'BA/BS/Undergraduate'""
        self.examples = [""Master's Degree"", 'BA/BS/Undergraduate']

    def super_cast(self, val):
        if val in [""Master's Degree"", 'BA/BS/Undergraduate']:
            return val
        else:
            raise ValueError(""Invalid minimum education requirement, should be either 'Master's Degree' or 'BA/BS/Undergraduate'"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [""Master's Degree"", 'BA/BS/Undergraduate']:
            return True
        else:
            return False"
minexperience,"class minexperience(GeneralSemanticType):

    def __init__(self):
        self.description = 'Minimum Experience Requirements'
        self.format = ""A string indicating range of years, e.g. '2-3 Years'""
        self.examples = ['3-5 Years', '2-3 Years', '1-2 Years', '0-1 Year', '5-7 Years']

    def super_cast(self, val):
        if val in ['3-5 Years', '2-3 Years', '1-2 Years', '0-1 Year', '5-7 Years']:
            return val
        else:
            raise ValueError(""Invalid minimum experience requirement, should be one of '3-5 Years', '2-3 Years', '1-2 Years', '0-1 Year', '5-7 Years'"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['3-5 Years', '2-3 Years', '1-2 Years', '0-1 Year', '5-7 Years']:
            return True
        else:
            return False"
salary,"class salary(GeneralSemanticType):

    def __init__(self):
        self.description = 'Salary in USD'
        self.format = 'In float rounded to two decimal places'
        self.examples = [42000.0, 50000.0, 55000.0, 62868.0, 95000.0]

    def super_cast(self, val):
        return round(float(val), 2)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
facilitycode,"class facilitycode(GeneralSemanticType):

    def __init__(self):
        self.description = 'A unique identifier for a medical facility'
        self.format = 'Facility codes should be integers ranging from 10101 to 90201'
        self.examples = [10101, 10105, 10118, 10124, 10130]

    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 10101 <= casted_val <= 90201:
            return True
        else:
            return False"
hospital,"class hospital(GeneralSemanticType):
    def __init__(self):
        self.description = ""Hospital presence""
        self.format = ""0 or 1""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        if isinstance(val, float) and math.isnan(val):
            return float('nan')
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1, float('nan')]:
            return True
        else:
            return False"
pnurse,"class pnurse(GeneralSemanticType):
    def __init__(self):
        self.description = ""The proportion of nurses in a medical facility""
        self.format = ""A float between 0 and 1""
        self.examples = [0.6923077, 0.33333334, 0.33333334, 0.6666667, 0.6666667]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 0 and casted_val <= 1:
            return True
        else:
            return False"
hivprev14,"class hivprev14(GeneralSemanticType):
    def __init__(self):
        self.description = 'The prevalence of HIV in 2014'
        self.format = 'A float between 0 and 37.333332'
        self.examples = [18.0, 18.181818, 14.634146, 10.0, 11.627908]

    def super_cast(self, val):
        if isinstance(val, (int, float)):
            if math.isnan(val):
                return float('nan')
            return float(val)
        else:
            raise ValueError(""Value must be a number"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= 37.333332:
            return True
        else:
            return False
"
mtct14,"class mtct14(GeneralSemanticType):
    def __init__(self):
        self.description = 'The rate of mother to child transmission of HIV in 2014'
        self.format = 'mtct14 should be a float between 0 and 50, representing a percentage'
        self.examples = [0.0, 14.285715, 0.0, 0.0, 0.0]

    def super_cast(self, val):
        try:
            val = float(val)
            if math.isnan(val):
                return float('nan')
            else:
                return val
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is not None:
            if 0 <= casted_val <= 50:
                return True
        return False"
survival14,"class survival14(GeneralSemanticType):

    def __init__(self):
        self.description = 'The survival rate in 2014'
        self.format = 'survival14 should be a float between 50 and 100, representing a percentage'
        self.examples = [100.0, 85.71429, 100.0, 100.0, 100.0]

    def super_cast(self, val):
        if isinstance(val, str):
            val = val.replace('%', '')
            val = float(val)
        return val

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 50 and casted_val <= 100:
            return True
        else:
            return False"
hivtest14,"class hivtest14(GeneralSemanticType):

    def __init__(self):
        self.description = 'The rate of HIV testing in 2014'
        self.format = 'hivtest14 should be a float between 54.761906 and 100, representing a percentage'
        self.examples = [98.18182, 78.723404, 93.333336, 85.71429, 72.093025]

    def super_cast(self, val):
        if pd.isnull(val):
            return np.nan
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if pd.isnull(casted_val):
            return False
        return 54.761906 <= casted_val <= 100"
lntested,"class lntested(GeneralSemanticType):
    def __init__(self):
        self.description = 'The natural logarithm of the number of people tested'
        self.format = 'A float between 1.7917595 and 9.031812'
        self.examples = [6.1696105, 4.0943446, 4.5217886, np.nan, 5.1817837]

    def super_cast(self, val):
        if pd.isnull(val):
            return np.nan
        else:
            return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if pd.isnull(casted_val):
            return True
        elif 1.7917595 <= casted_val <= 9.031812:
            return True
        else:
            return False"
lnart,"
class lnart(GeneralSemanticType):

    def __init__(self):
        self.description = 'The natural logarithm of the number of people receiving antiretroviral therapy'
        self.format = 'lnart should be a float between 0 and 5.765191'
        self.examples = [3.9702919, 0.6931472, 1.9459101, float('nan'), 1.7917595]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if math.isnan(casted_val):
            return True
        elif 0 <= casted_val <= 5.765191:
            return True
        else:
            return False
"
lncosttested,"class lncosttested(GeneralSemanticType):

    def __init__(self):
        self.description = 'The natural logarithm of the cost of testing'
        self.format = 'float between 2.449549 and 6.2694573'
        self.examples = [3.729312, 4.8842654, 4.1110787, float('nan'), 4.1271315]

    def super_cast(self, val):
        try:
            # Try to cast the value to float
            casted_val = float(val)
            # If the value is NaN, return it as it is
            if math.isnan(casted_val):
                return casted_val
            # If the value is within the valid range, return it
            if self.valid_range[0] <= casted_val <= self.valid_range[1]:
                return casted_val
            else:
                # If the value is not within the valid range, raise an exception
                raise ValueError(""The value is not within the valid range."")
        except ValueError:
            # If the value cannot be casted to float, raise an exception
            raise ValueError(""The value cannot be casted to float."")

    def validate(self, val):
        # Cast the value
        casted_val = self.super_cast(val)
        # If the value is NaN, it is considered valid
        if math.isnan(casted_val):
            return True
        # If the value is within the valid range, it is considered valid
        if self.valid_range[0] <= casted_val <= self.valid_range[1]:
            return True
        # If the value is not within the valid range, it is considered invalid
        return False"
lncostart,"class lncostart(GeneralSemanticType):

    def __init__(self):
        self.description = 'The natural logarithm of the cost of antiretroviral therapy'
        self.format = 'lncostart should be a float between 4.469213 and 8.520749'
        self.examples = [5.928631, 8.285463, 6.686957, float('nan'), 7.517155]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 4.469213 and casted_val <= 8.520749:
            return True
        else:
            return False"
urban,"class urban(GeneralSemanticType):
    def __init__(self):
        self.description = ""Urban area status""
        self.format = ""A Boolean value""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        if math.isnan(val):
            return float('nan')
        else:
            return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
